date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
1/19/2005,47.53588,55.92624,32.91019,50.72085,38.58445,37.1916,69.5655,56.28818,67.32685,57.46696,55.19447,63.51405,64.94878,72.49688,70.17965,66.05615,64.61147,87.91542,69.9156,58.69866,76.40544,46.15589,67.50573,28.97144
1/20/2005,33.90172,34.94141,42.17906,41.5211,23.49612,44.85723,55.56073,44.80074,61.47854,67.48845,61.57022,68.3714,67.94947,73.32248,73.0578,49.79473,86.29937,72.60384,66.37804,28.11569,19.29869,41.21811,47.01788,34.56863
1/21/2005,58.23017,16.70848,56.09193,42.349,30.64977,40.70466,50.50725,30.76844,35.7121,37.02819,50.6083,48.63502,51.89992,48.96213,34.24592,33.87741,20.08243,38.21656,52.74629,9.62532,39.5639,24.16488,39.70873,32.42808
1/22/2005,19.67038,29.6934,23.78655,25.88027,5.06571,26.52004,33.91271,22.67222,48.45582,24.5889,31.40646,33.1259,38.01681,29.80034,25.30216,0.51389,22.56074,16.82423,36.96643,24.56737,50.81119,32.93207,33.97064,58.91063
1/23/2005,62.84479,50.71452,41.09576,46.88508,26.69121,23.89504,17.81117,16.50513,67.84536,40.19438,43.98844,17.79669,20.2925,34.60833,33.50126,34.06769,34.08997,54.46775,47.97504,61.58838,27.85106,68.75113,37.12317,88.48435
1/24/2005,35.56627,22.75422,13.7174,36.58021,30.54213,58.8559,38.44458,44.52286,46.41345,62.82993,75.001,75.2985,66.80528,75.12242,44.72755,56.99652,81.67905,88.43142,97.97796,21.30275,24.47702,39.30539,23.00567,43.21562
1/25/2005,58.21548,11.4445,19.42844,26.07915,22.82988,64.88186,74.95271,69.22899,54.14482,39.70701,45.1578,35.76182,52.87196,48.85977,34.07921,38.38059,48.25059,55.61479,48.90049,10.4898,31.3094,35.64176,39.37979,30.16126
1/26/2005,6.61377,41.25897,0.00422,10.59583,24.97398,45.28673,59.22991,20.34526,33.1933,33.42934,39.01017,46.49481,38.26372,44.96584,23.54672,34.24345,11.82819,27.60014,46.78378,35.46536,22.44369,25.08005,21.21974,31.19795
1/27/2005,0.86351,4.37305,36.8326,44.98639,4.92469,50.7909,34.851,37.55059,28.41781,47.39334,39.32044,44.25043,34.26525,44.21536,31.03347,15.23179,18.71287,22.45957,56.27156,30.64353,41.85566,17.88025,41.45857,19.07209
1/28/2005,26.75125,32.96909,58.15107,40.48654,6.64264,29.17463,29.30217,38.98318,24.59653,44.72969,21.27977,35.94637,56.69624,62.04758,44.54763,34.05801,46.60366,27.98973,52.57162,39.20473,49.7384,47.52786,15.26603,63.59067
1/29/2005,118.56961,2.32535,50.54498,21.44229,38.43031,15.1866,8.43469,11.87373,37.58632,13.54508,23.68756,28.75729,9.76996,8.34379,9.71543,12.51816,2.37469,38.8351,52.92536,9.01699,33.64101,60.54181,46.34639,38.37282
1/30/2005,32.77951,25.97006,17.63924,38.29787,28.7024,0.81631,2.26513,12.09463,36.69348,34.91039,23.68652,4.5072,2.62598,0.001,2.38381,6.48484,11.65188,18.45269,87.30823,45.50981,42.69331,39.61167,38.46443,34.12448
1/31/2005,27.50123,46.78502,21.94584,5.984,6.08332,16.11538,20.94649,28.03872,32.33952,37.04857,19.1071,41.31319,40.40501,36.54422,29.75549,45.32255,30.75723,40.70857,51.78412,27.83598,53.71583,31.86581,26.55745,45.41901
2/1/2005,57.79049,39.86532,38.99069,4.17153,30.00654,52.7578,81.87384,39.96783,48.67244,48.7348,41.38725,47.64519,48.56647,48.74414,46.19922,53.77455,45.8798,34.96907,45.7367,38.47125,48.82803,48.94161,44.42467,46.24226
2/2/2005,62.67825,41.12222,38.95366,35.37011,22.72297,49.45489,75.85653,30.09719,52.20628,50.35795,46.48021,51.00837,42.00559,49.22619,46.09104,51.78019,60.31237,34.36552,80.08433,66.20372,66.78334,44.87027,50.99754,70.71989
2/3/2005,57.44324,53.34653,44.04379,38.39369,63.18036,63.4291,45.16039,57.6707,53.6279,48.54954,42.99095,29.4938,58.31451,64.18886,66.83088,40.05956,32.70254,34.34037,103.632,66.54319,45.9505,45.54241,57.46202,45.38117
2/4/2005,44.25903,19.09838,61.82667,43.71952,39.57292,56.1961,45.75105,56.66518,50.51749,40.88257,54.43531,51.12943,61.07054,62.18993,61.45181,60.30294,51.13577,45.01232,60.00343,11.08653,40.95829,43.04982,46.49765,25.78841
2/5/2005,61.41911,18.21559,9.23162,18.55396,17.75407,55.04679,32.1043,38.70764,43.16482,44.56202,27.38991,19.53525,33.16171,18.47827,28.21036,8.70471,15.83929,45.11055,43.53582,34.05613,45.78594,41.49845,39.48582,62.25614
2/6/2005,32.4898,42.36436,42.551,25.03982,7.14202,37.37276,18.45724,15.90389,37.56359,42.12569,40.66922,38.69789,31.51116,37.70495,38.13967,18.62652,8.55427,22.11874,31.29754,31.15953,44.0781,33.59649,31.2716,32.3037
2/7/2005,21.97548,38.09779,42.061,33.45529,23.61908,27.59903,63.78952,45.24889,46.14701,48.67827,49.99081,44.4372,41.9576,41.49452,44.29774,31.88082,42.85397,37.29137,56.77002,52.71966,59.99167,35.67048,30.40583,39.0117
2/8/2005,38.88231,36.54496,39.25937,29.50313,14.13416,43.5053,60.19624,39.96938,51.49708,59.37625,64.9386,65.57018,66.3688,67.49293,59.19919,47.1247,33.17413,46.0217,59.54252,61.62517,46.67512,45.2406,55.45109,39.92355
2/9/2005,38.76024,63.6653,48.48946,36.12526,32.53587,59.59306,70.73441,50.44796,42.98363,53.38729,56.48505,22.80421,51.87638,32.18416,51.61802,77.77346,26.43226,33.68303,60.36368,49.85177,48.07781,54.90688,51.62963,70.42189
2/10/2005,38.1638,40.97803,15.16589,32.77775,33.81535,21.66227,29.97545,40.01546,56.74258,58.69525,48.8167,49.001,32.21553,28.99677,33.70398,44.71141,30.64387,36.75825,38.94892,30.53188,36.19021,31.13831,41.86763,49.11511
2/11/2005,36.31084,18.84485,31.58272,48.4774,28.76517,25.02187,50.46648,39.21201,34.27308,46.37994,40.4243,37.71732,46.50101,52.65965,57.11692,60.28251,66.51622,45.0098,41.55654,31.92065,37.41801,29.21308,46.69987,37.35835
2/12/2005,56.63154,42.34747,23.04744,30.581,38.68403,38.95925,33.4892,17.43439,22.46595,32.65907,31.03958,0.08458,41.93817,26.00729,36.87018,7.74043,13.01605,9.66478,36.5736,9.3678,28.89586,51.02096,60.21791,65.41711
2/13/2005,49.87911,62.59686,38.47147,18.38457,28.85144,17.2618,42.56177,38.91799,64.98895,49.24886,12.23507,49.55424,30.85882,37.97599,36.03842,41.87837,46.67431,35.64021,55.35923,33.59977,47.09021,42.5005,58.47822,68.71641
2/14/2005,46.99513,41.70775,62.57632,37.17946,3.12452,27.9309,28.52806,22.89062,50.29707,42.51196,41.63718,38.76901,36.9946,37.59274,39.54827,54.03364,52.47742,34.8193,44.73044,41.12122,55.30658,43.80233,46.45081,59.92568
2/15/2005,67.46595,33.8859,53.91313,42.02089,12.33952,14.7626,36.02619,38.5128,37.05274,38.33437,49.51128,43.41474,53.66589,40.09858,36.01707,49.0655,50.19538,29.40475,58.36699,47.41635,47.3865,50.88137,49.2077,32.50152
2/16/2005,7.21656,24.2702,38.32231,38.17151,16.76307,37.53537,52.18224,42.98463,44.48367,41.70323,41.00773,41.31882,45.7316,56.75271,102.12453,39.76771,27.5263,33.57295,58.97875,52.40243,54.84696,65.55365,75.2987,27.87919
2/17/2005,38.96498,62.84947,51.81164,32.68177,8.78031,25.97698,14.63499,14.81833,93.23929,59.14243,19.77068,46.44485,38.60817,44.49182,46.73247,48.04105,50.04534,35.29518,43.79074,49.62984,49.5062,44.05369,30.80309,30.41739
2/18/2005,64.92801,48.57001,16.5884,13.32948,27.09823,29.51473,21.49814,51.02969,47.57104,49.93611,56.53979,36.06402,24.69384,34.40493,28.20133,10.1302,28.25289,26.71879,52.79734,49.73257,61.34246,49.51364,48.25073,42.72933
2/19/2005,58.0716,12.3698,46.62861,35.41049,23.50145,34.71648,33.15545,9.82509,30.34869,40.97038,33.04812,31.17444,55.65844,95.86915,61.59588,39.71385,12.275,9.37302,38.44617,38.57607,47.02208,40.11823,49.08723,37.43964
2/20/2005,46.48813,38.45994,36.63354,31.64381,31.581,44.10008,11.10514,10.38399,20.10294,18.79586,19.64779,11.12768,6.25398,19.11396,27.53341,35.74788,31.2021,31.14399,35.55343,23.77305,37.50461,43.74455,61.02616,50.48473
2/21/2005,49.76241,57.28786,38.58648,20.04263,10.30931,6.36372,19.3895,7.16701,31.40368,45.2214,33.32712,22.0594,29.06083,35.08767,12.49436,19.09205,18.6818,21.03559,71.15998,40.65712,45.28552,28.0919,31.71797,57.44418
2/22/2005,8.84288,64.28332,22.7515,38.10923,34.19354,24.65135,62.5916,40.45282,56.28548,57.66835,50.0607,34.95424,21.26317,34.90626,39.67566,37.10123,60.64294,49.31098,53.89381,60.20692,45.81141,26.04047,21.49011,36.11362
2/23/2005,66.84465,38.54566,41.92682,25.35315,36.61073,26.25982,17.95126,21.45285,29.89487,55.67083,55.2159,49.14471,46.0064,39.0236,52.71642,48.94256,44.39435,20.74527,110.80024,56.40306,29.51407,31.34975,39.67904,43.80438
2/24/2005,30.99554,33.45724,19.51571,26.35684,32.16967,30.03133,32.68291,32.96434,54.44469,61.12726,49.02031,59.27672,36.002,53.56736,40.29057,31.9435,30.47915,33.39854,65.69263,43.92833,49.83313,37.4371,46.13752,39.8919
2/25/2005,39.57213,34.34769,38.31308,20.79984,12.1755,21.39751,30.10001,37.18773,29.977,33.66334,42.24744,37.55538,30.38246,27.66458,34.18209,34.48482,29.87517,30.74456,44.39563,46.41783,52.26004,46.86764,46.03507,45.52539
2/26/2005,56.95133,36.55796,20.64002,39.60126,0.45616,20.13852,24.91231,11.42569,30.37477,23.60979,28.84878,22.8929,18.8763,24.47883,34.88618,12.15701,34.75575,26.59378,36.84023,28.50766,35.41095,30.46491,21.00277,34.35304
2/27/2005,43.01457,50.33532,36.4738,36.111,33.35784,1.16703,25.72151,17.971,59.13438,46.50439,37.95929,0.41075,1.65222,7.02151,31.53688,34.25345,37.52486,33.77041,49.88919,50.32938,50.08046,53.44377,27.2505,19.41436
2/28/2005,48.43825,29.20303,17.54801,1.89231,0.5252,59.8702,40.11001,29.87751,36.64251,54.84688,60.6628,54.19614,52.68304,36.58664,15.36768,28.69592,8.31563,28.72001,78.98843,51.89721,37.04458,35.22512,28.69663,43.30854
3/1/2005,41.34172,49.77113,5.97066,13.6913,36.91906,19.20138,6.79044,32.41276,37.62489,53.05046,69.46778,49.79748,24.4653,42.2691,49.26831,54.73669,23.6226,61.77569,57.47166,52.57694,49.6349,34.254,22.07339,39.11505
3/2/2005,59.42457,35.58787,23.97742,14.47557,41.88749,63.94087,46.23479,34.68575,16.16889,44.08085,42.33994,30.7763,29.3709,42.42986,33.61332,28.97397,50.47254,64.70621,80.17118,45.69763,56.30413,43.75972,33.29902,43.78578
3/3/2005,18.35604,18.29217,9.45212,29.50527,26.52007,23.0234,37.6301,46.63919,29.55622,0.8501,47.89269,7.7905,41.10725,16.71146,18.58571,36.39146,15.27852,76.4919,90.14148,20.58236,61.7474,36.42338,31.84625,33.61422
3/4/2005,23.94172,14.60531,24.77387,9.32276,20.09751,17.65409,32.30285,56.10872,33.8773,29.99213,38.47075,34.40456,26.81306,34.15139,26.08732,38.39396,40.75748,27.28294,42.1719,42.56977,41.0284,42.34707,42.02402,36.71747
3/5/2005,50.09161,43.70195,-0.00812,4.03105,-0.009,8.2974,48.0451,13.76411,41.88563,41.76109,59.21393,39.47325,36.14906,20.80686,26.98618,14.5572,14.13541,11.28699,70.92273,66.01923,64.66757,48.98966,46.6268,38.77156
3/6/2005,69.86494,55.24368,19.95536,53.57347,58.24209,46.84459,6.0567,15.22115,43.51459,28.36276,28.38591,22.34719,20.90681,28.72854,32.92888,32.35302,20.4934,36.95796,129.38427,83.45859,71.73759,29.9412,40.35396,41.56708
3/7/2005,51.15309,16.52435,21.85534,18.95529,37.86135,27.57636,40.7965,27.62027,15.00564,41.18559,30.9637,35.24695,40.15383,43.11643,52.95641,49.77214,37.70526,54.19319,80.08856,54.9361,67.3936,49.64586,60.45464,21.558
3/8/2005,14.12008,11.53002,12.39696,31.08402,34.64831,31.47998,47.50893,17.05164,31.16371,17.29771,12.33843,19.99438,37.9314,43.39261,50.99037,30.30879,37.05544,35.87247,78.0918,51.42205,49.7857,24.30198,38.75686,65.21687
3/9/2005,20.03359,17.4562,11.65984,-0.009,43.88112,30.76134,46.01422,40.5608,59.62869,10.39013,18.84219,39.32167,31.31063,42.47534,45.07003,21.17691,41.81912,36.23119,53.74503,21.75849,48.1048,44.69645,33.99029,52.2535
3/10/2005,57.63805,10.00999,24.72391,15.30838,9.20901,43.64593,49.51544,9.32968,12.25647,13.07256,91.71951,43.47142,22.29339,76.55326,15.69474,37.14056,26.97648,19.43691,45.06835,61.77669,78.16737,19.31649,40.7674,49.11962
3/11/2005,39.60987,32.72224,21.79516,3.68016,5.80794,16.17051,4.38908,13.65778,32.93785,57.23901,28.45785,31.55448,35.23565,110.99048,61.89792,9.69842,4.80222,3.70483,38.17076,17.73218,20.46252,42.95437,36.23497,42.56798
3/12/2005,43.09429,47.24186,1.11833,29.87707,25.91644,15.88555,-0.009,41.00991,35.16582,17.93587,11.03151,8.93268,4.19041,1.29878,-0.009,-0.009,-0.009,9.40725,14.59741,3.10465,1.69478,-0.009,22.89011,24.48192
3/13/2005,3.18315,16.28385,36.221,19.76593,30.40318,20.28908,9.26031,14.69522,53.50137,6.53348,15.51739,29.21876,47.71936,27.36534,36.47622,15.77244,37.41946,33.74289,25.86103,32.16529,23.10297,37.01816,34.25013,47.83581
3/14/2005,56.48253,32.01764,20.00724,25.68561,12.15688,17.01111,14.75212,18.26635,21.10075,16.17416,26.06246,29.53837,29.31125,51.2428,59.75512,55.46911,47.98863,24.0587,34.51678,49.48715,42.83762,45.88423,31.17982,44.96916
3/15/2005,25.61793,11.84355,21.2321,30.2719,31.58319,37.42788,40.35215,53.51633,49.62111,49.93726,65.76323,54.74696,48.59795,55.51508,57.75037,72.78499,23.83302,39.46443,37.96228,35.91041,36.90134,38.17967,34.53246,33.76543
3/16/2005,8.87103,94.06984,-0.009,-0.009,30.63003,15.32383,18.88075,11.0064,15.34419,16.81234,50.23542,41.01999,43.74615,51.32634,50.51706,41.61523,35.89949,26.21457,77.61396,57.5503,49.93298,34.54566,33.70249,27.6972
3/17/2005,39.02576,8.92772,38.8246,26.81412,10.94742,0.7509,11.13426,37.72275,74.22023,64.55685,16.72344,26.23079,21.75074,36.97359,17.5954,22.50284,23.99653,22.43151,33.53367,23.4583,55.18934,63.16767,32.45045,53.7398
3/18/2005,56.97431,37.70919,19.68611,35.34308,23.60123,28.90781,77.36905,52.96868,59.41494,35.64815,53.69955,50.18394,53.94758,38.65236,33.9779,60.18814,61.46576,58.64981,54.59216,52.98143,59.56382,53.16285,51.98467,49.75229
3/19/2005,37.53291,32.81413,28.66885,17.80827,22.51014,19.04073,44.1254,22.51137,46.08687,92.77064,18.13955,14.02611,19.48497,6.22919,14.51532,1.18033,2.09696,2.72498,47.61399,51.8125,23.90127,44.53972,32.3691,32.52245
3/20/2005,59.13635,36.37894,49.34614,52.58858,25.54096,60.06639,6.4262,6.22349,31.71611,52.82755,41.06722,38.89217,38.37682,56.55111,54.55683,57.75598,53.46542,37.54176,61.28881,63.87519,52.44725,34.71631,24.78249,55.60384
3/21/2005,27.36019,54.96649,21.25292,57.83507,44.20678,76.54548,63.83866,11.27237,43.57606,28.49994,49.21564,57.98037,48.39696,43.52759,42.95369,39.70315,77.3536,79.8488,70.15752,29.38189,39.3663,25.94918,32.92683,75.25914
3/22/2005,4.36645,60.33026,21.29527,41.06544,45.14184,23.75832,30.68973,49.00991,33.09485,48.69749,45.99903,48.01291,47.42176,48.69071,70.7268,60.56936,56.57271,68.83494,75.04331,40.07637,45.32433,28.90258,38.02543,28.3522
3/23/2005,66.76239,74.05098,2.97209,35.63452,5.5068,4.91765,3.29832,0.81234,20.53263,18.14148,34.1052,23.92539,82.44476,26.77118,6.65742,6.9785,3.44612,14.56531,57.22476,67.4361,139.74267,8.81647,32.40953,10.07645
3/24/2005,5.14174,54.41063,0.34636,3.39208,0.55742,0.093,12.84098,55.37641,53.92628,40.12202,46.51089,45.64469,42.84275,39.81278,42.65687,42.78381,43.12867,14.7993,8.45924,39.77879,31.51935,14.89973,32.15032,13.32336
3/25/2005,10.67776,12.83948,0.36161,-0.009,5.5259,8.79439,16.53397,33.2864,14.66598,41.65586,95.53296,52.20514,77.23937,29.58356,26.36817,61.55689,33.32415,7.46111,36.85768,66.98737,38.46955,36.36825,70.83069,58.79672
3/26/2005,78.8382,72.42325,52.6801,77.74811,74.21446,42.71598,52.96486,39.27563,42.62906,36.86425,65.50544,11.73159,85.56318,52.62344,94.99152,33.96698,31.30281,27.06911,54.46089,61.65304,61.40938,51.08861,32.91002,71.34025
3/27/2005,62.95983,71.77242,38.2995,66.77628,38.72151,25.53133,12.42288,30.73111,10.97513,20.06146,15.28392,39.51378,52.58833,44.91558,35.79463,44.0621,23.92565,18.43815,64.85533,30.59925,58.19911,64.70037,32.77147,44.15946
3/28/2005,45.41464,43.03267,24.05254,31.86436,19.84227,40.84569,20.09491,30.51097,31.03654,54.64308,41.54125,37.44784,43.28879,20.42979,43.10806,38.09137,31.99132,23.03115,44.77841,67.10568,44.25655,66.30239,64.91399,74.73494
3/29/2005,25.07468,55.82976,24.34468,32.15615,49.95744,66.36695,18.29348,13.2139,35.67861,38.06235,31.5446,37.33082,52.48729,39.2839,41.18697,29.50906,40.53992,31.14311,39.57932,61.61909,55.08477,72.38035,72.03196,63.35875
3/30/2005,68.46182,76.69789,35.001,35.68757,43.92503,34.31102,45.79541,19.18937,27.6205,36.88488,64.24555,36.18748,57.70682,33.52225,63.25982,46.8268,43.82037,28.32208,38.67705,68.37769,53.20063,66.83131,70.52802,58.6103
3/31/2005,51.61366,67.64295,32.84003,30.001,39.80215,30.32689,24.59524,2.51466,24.3695,19.44651,47.95981,45.001,44.73451,43.12499,45.001,45.71735,47.18116,37.84213,46.74509,62.08911,51.76242,48.63774,58.78121,84.65161
4/1/2005,39.07538,70.84405,17.1693,35.91855,16.61472,45.29649,44.45117,50.82513,72.82821,58.86942,83.16759,76.79881,51.06947,84.62019,81.27202,68.77695,41.76847,50.98942,41.61645,78.64041,32.70955,55.92284,48.06561,77.26366
4/2/2005,63.60253,48.73694,48.31048,42.39015,69.09005,54.94516,47.09511,46.98435,29.00331,62.20538,39.66057,66.50263,39.97442,45.52278,6.71285,57.07042,52.00349,40.56399,46.1864,76.18876,47.03197,17.99618,24.85208,61.16662
4/3/2005,63.74489,1.72159,0,41.60885,5.15758,-0.009,28.07719,34.28858,34.39036,86.54743,45.05953,26.55854,2.89352,29.02907,22.49456,3.18773,40.30456,68.68155,86.43265,116.981,105.29329,95.94136,76.66871,47.64822
4/4/2005,89.98602,75.65304,22.85221,24.84287,27.84479,20.26151,68.64477,75.37346,66.87546,16.62912,45.49414,53.27835,40.79024,41.9875,40.35924,40.91915,14.69482,37.67427,43.70227,36.58616,88.66166,70.86285,52.29656,60.84516
4/5/2005,95.82499,55.11805,46.76208,51.46276,70.72101,64.26718,96.21678,42.41864,41.42821,31.74135,37.40658,44.42452,44.05324,56.16848,48.40606,80.85993,98.05132,74.10715,40.5151,28.3507,79.96911,58.72234,52.73815,68.36975
4/6/2005,86.26726,69.55454,44.12834,55.58923,71.52749,43.68773,38.55776,25.39335,50.98966,27.32214,45.49524,42.30587,50.01379,112.30312,76.86142,54.30147,85.96878,53.67037,22.40237,40.16588,59.86017,55.66632,56.45979,53.97032
4/7/2005,62.86911,64.2581,42.29416,45.20408,5.88666,29.96881,54.12994,20.75507,33.03824,31.49425,44.54915,45.51848,46.82956,34.83058,43.52326,37.09892,37.61609,38.52852,34.87085,22.83036,50.68308,49.60353,66.12513,63.0228
4/8/2005,53.76578,73.80103,59.88321,49.34766,28.07315,35.02331,81.27588,24.02654,39.35671,42.04215,45.70101,47.57197,58.66102,41.95858,44.79795,44.69507,40.39666,34.86042,32.76852,37.3633,77.8992,64.47137,76.77645,54.60745
4/9/2005,28.44658,82.77164,33.44632,7.59139,34.20668,57.89329,59.33169,8.15921,32.32593,29.36931,35.40698,41.89459,38.7908,39.21233,45.32556,40.47962,27.33537,6.23357,9.03894,30.61724,37.63871,24.93155,15.40891,65.36204
4/10/2005,94.11225,30.63754,73.05959,37.8205,9.13398,34.42991,10.79855,-0.009,34.2849,40.2627,7.01795,52.15372,55.01797,41.72131,30.68496,38.47082,9.17242,27.47791,27.87696,34.2932,93.5874,38.54538,64.26934,56.26606
4/11/2005,24.46137,29.1896,3.14826,26.583,29.80675,20.69552,30.90273,33.35883,51.11632,55.09984,81.9724,96.66246,93.1542,67.62528,52.81735,60.51658,46.04945,51.93149,37.51429,31.80329,55.57609,42.07669,55.84023,67.64069
4/12/2005,33.07598,36.46126,36.001,20.60231,9.9369,7.49589,90.58038,59.27323,67.03731,23.53654,34.57845,41.5716,60.68232,68.58003,49.5048,41.60407,63.60334,27.86426,16.74349,31.26977,59.8137,50.13459,54.43772,49.75695
4/13/2005,44.66834,45.82809,34.001,25.5016,25.81397,44.64247,68.2113,37.46667,42.87823,43.34919,49.65581,57.77719,44.41749,51.44612,76.25638,69.8823,48.91742,47.95302,41.66449,50.14686,86.00216,51.59139,79.48488,80.06827
4/14/2005,77.42233,76.76886,48.13933,36.96779,39.27664,76.45479,53.71375,54.69774,55.60662,64.74049,82.97873,70.62002,69.46021,60.80357,71.55392,78.38584,82.08647,67.49079,45.85646,38.60277,94.66606,74.68865,79.82562,72.39832
4/15/2005,19.59178,41.30007,36.68886,13.64083,34.57501,19.67767,44.83801,30.77813,54.44047,41.05375,56.33512,58.0144,45.001,51.75259,64.04633,52.66687,48.57582,54.86924,39.43738,28.95149,61.73331,33.92255,62.41056,45.06404
4/16/2005,28.01074,35.03912,41.54278,25.89781,27.40074,47.51955,27.31609,25.79481,23.48193,36.68014,37.74842,34.56498,45.001,46.50866,43.62767,50.98682,55.25805,36.69719,26.15171,21.6544,41.41014,28.82201,39.54916,26.10406
4/17/2005,70.59467,26.01545,58.10534,48.61532,0.58345,47.55196,-0.009,2.51577,7.76539,43.13371,34.13642,40.46419,42.871,42.52876,42.2576,37.34294,26.9049,38.74472,43.04171,35.31651,50.51458,39.99615,28.63894,31.04863
4/18/2005,50.47205,57.00893,41.80272,51.09581,26.4506,5.27322,26.16575,28.86172,24.69768,40.00801,41.62327,45.001,45.001,52.88112,30.74418,53.60423,37.05251,36.12349,36.5196,34.75093,52.99266,34.17739,61.62222,40.99413
4/19/2005,42.38791,43.43252,42.23674,42.001,36.13347,37.93041,39.67159,80.50962,38.05351,49.51726,58.32701,51.24257,40.74886,67.50877,73.38905,43.60547,52.93613,65.63072,38.46938,35.47973,71.91041,41.81051,33.82066,50.8766
